college_id,college_name,type,course,year,tuition_annual,hostel_annual,other_annual,nri_tuition,is_official,source_url,note
col_1532367856,"Dr. DY Patil Medical College and Hospt., Pune, Dr. D. Y. Patil Medical College",DEEMED,MBBS,,2200000,200000,100000,4000000,0,,type-based indicative estimate (medical)
col_3076885527,"Dr. DY Patil Medical College, Navi Mumbai",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3834859378,"Dr. DY Patil Medical College, Navi Mumbai, Plot No. 2",DEEMED,MBBS,,2200000,200000,100000,4000000,0,,type-based indicative estimate (medical)
col_6284050806,"Dr. DYP Edu. Soc. Deemed Uni., Kolhapur",DEEMED,MBBS,,2200000,200000,100000,4000000,0,,type-based indicative estimate (medical)
col_ap_3566d70e8c4c,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences & R esearch Foundation, Chinnaavutapalli, Gannavaram, Krishna Dist.",PRIVATE,MBBS,,1200000,150000,80000,3000000,0,,type-based indicative estimate (medical)
col_ap_f5de93103e98,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",PRIVATE,MBBS,,1200000,150000,80000,3000000,0,,type-based indicative estimate (medical)
col_1561643073,"Dr. YS Parmar Govt. Medical College, Nahan",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9843819080,"Dr. YS Parmar Govt. Medical College, Nahan, Nahan",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1474670955,Dr. Ziauddin Ahmed Dental College and Hospital,CENTRAL,BDS,,450000,120000,60000,1200000,0,,type-based indicative estimate (dental)
col_r3_604f0f2f05c3,Dr. Ziauddin Ahmed Dental Universit College and y Hospital,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_6793523066,"Dr.Radhakrishnan Government Medical College, Hamirpur",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6867207698,"Dr.Radhakrishnan Government Medical College, Hamirpur, Dr.Radhakrishnan Government Medical College, Hamirpur",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2234387216,"ESI- MC&PGI MS&R, Banglore, ESICMC AND PGIMSR, Rajajinag ar, Bengalur u, Karnatak a",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_3852009927,"ESI-MC&PGIMS&R, Banglore",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_2520115098,"ESI-MC&PGIMS&R, Banglore, ESICMC AND PGIMSR",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_6459799574,ESIC College of Nursing,ESIC,BSc Nursing,,20000,15000,8000,0,0,,type-based indicative estimate (nursing)
col_1715974162,"ESIC College of Nursing, Gulbarga",ESIC,BSc Nursing,,20000,15000,8000,0,0,,type-based indicative estimate (nursing)
col_2621659671,ESIC Dental College,ESIC,BDS,,450000,120000,60000,1200000,0,,type-based indicative estimate (dental)
col_6471127028,ESIC Dental College and Hospital,ESIC,BDS,,450000,120000,60000,1200000,0,,type-based indicative estimate (dental)
col_2282330156,ESIC Dental College and Hospital Rohini,ESIC,BDS,,450000,120000,60000,1200000,0,,type-based indicative estimate (dental)
col_2568159595,ESIC MEDICAL COLLEGE AND HOSPITAL,ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_0337006145,ESIC Medical College & Hospital,ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_6606425907,ESIC Medical College & Hospital,ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_9111651379,"ESIC Medical College AND PGIMSR, Chennai",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_3715108267,ESIC Medical College and Hospital Varanasi,ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_5317829602,"ESIC Medical College, Faridabad",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_0694905336,"ESIC Medical College, Faridabad, NH 3 NIT FARIDABAD",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_8616154395,"ESIC Medical College, Gulbarga",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_7816055414,"ESIC Medical College, Hyderbad",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_7686433596,"ESIC PGIMSR, Joka, Kolkata, WB",ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_9763054039,Employees State Insurance Corporation Medical College,ESIC,MBBS,,30000,20000,10000,0,0,,type-based indicative estimate (medical)
col_2915421921,"FACULTY OF DEN SCI, KG MED UNIV, LUCKNOW",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3490762573,"Faculty of Dentistry, Jamia Millia Islamia",CENTRAL,BDS,,450000,120000,60000,1200000,0,,type-based indicative estimate (dental)
col_7143344168,"Fakhruddin Ali Ahmed Medical College, Barpeta",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_ap_2c019c8fbbfe,"Fathima Institute of Medical Sciences, Kadapa",PRIVATE,MBBS,,1200000,150000,80000,3000000,0,,type-based indicative estimate (medical)
col_ap_7ce91c59ee4b,"Fathima Institute of Medical Sciences, Kadapa Dist. (Muslim Minority College)",PRIVATE,MBBS,,1200000,150000,80000,3000000,0,,type-based indicative estimate (medical)
col_6556034744,"G.S.V.M. MEDICAL COLLEGE, KANPUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5796223253,"GAJRA RAJA MEDICAL COLLEGE, GWALIOR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4830720777,"GANDHI MEDICAL COLLEGE, BHOPAL",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3204043798,"GDC, PT.BDS UNIV.OF HEALTH SCI, ROHTAK",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2879687194,"GITAM Institue of Med. Sce. and Res., Visakhapatnam",PRIVATE,MBBS,,1200000,150000,80000,3000000,0,,type-based indicative estimate (medical)
col_6812004217,"GITAM Institue of Med. Sce. and Res., Visakhapatnam, Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam",DEEMED,MBBS,,2200000,200000,100000,4000000,0,,type-based indicative estimate (medical)
col_1256453307,GMC DAUSA,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6640038059,"GMC DAUSA RAJAST HAN, GM C DAUSA MITRAP URA BHANDA REJ MOD DAUSA, Rajastha n",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2788147318,GMC Jangaon,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4438227481,"GMC Jangaon, gmc.jang aon@gm ail.com, Telangan a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9969281956,"GMC Jangaon, gmc.jangaon@gmail.com",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4218225058,GMC KARAULI,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8342710001,"GMC Kamared dy, Office of the Principal, Governm ent Medical College Devanpal ly, Kamared dy, Telangan a, Telangan a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9095827234,GMC Kamareddy,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6189336866,"GMC Kamareddy, Office of the Principal, Government Medical College Devanpally, Kamareddy",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3155442142,"GMC, Azamgarh, UP",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0202386065,"GMC, Manjeri",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8229233980,"GMC, Rajamahendravaram",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9864197300,"GMC, Rajamahendravaram, Government Medical College, D.No.55-4-1",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6410475870,"GMC, Rajamahendravaram, Government Medical College, Rajamahendravaram",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3740737747,"GMC, Shahjhan pur, AUT ONOMO US STATE MEDICA L COLLEG E ALLIED PANDIT RAM PRASAD BISMIL HOSPIT AL SHAHJA HANPUR UTTAR PRADES H",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9688460101,"GMC, Shahjhanpur",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8973812337,GMERS Medical College,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3559526794,"GMERS Medical College, Morbi",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0017450434,"GMERS Medical College, Morbi, Gibson middle school",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8565971055,"GMERS Medical College, Navsari",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8318434785,"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8270732006,"GMERS Medical College, Navsari, Adarsh Nivasi Shala Campus, At- Khambhlav",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9550847583,"GMERS Medical College, Panchmahal Godhra",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5228355669,"GMERS Medical College, Panchmahal Godhra, Government Engineering College Campus",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7636748357,"GMERS Medical College, Rajpipla",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0322263110,"GMERS Medical College, Rajpipla, GMERS Medical College",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8454522845,"GOA DENTAL COLLEGE & HOSPITAL, GOA",GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_1651708093,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa, Goa, 403202",GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_7006640196,"GOA MEDICAL COLLEGE, PANAJI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8674422824,"GOA MEDICAL COLLEGE, PANAJI,RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7481240637,"GOVER NMENT MEDICA L COLLEG E AND GENERA L HOSPIT AL, SATARA",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4705630635,"GOVER NMENT MEDICA L COLLEG E AND HOSPIT AL, CHANDI GAR, GO VERNM ENT MEDICA L COLLEG E AND HOSPIT AL",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0856589208,"GOVER NMENT MEDICA L COLLEG E Karimna gar Telangan a, The Principal, Governm ent Medical College Karimna gar",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6730998475,"GOVER NMENT MEDICA L COLLEG E, BUNDI, G OVT MEDICA L COLLEG E BUNDI, Rajastha n",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4877724587,"GOVER NMENT MEDICA L COLLEG E, SRIGAN GANAG AR, RAJAST HAN",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6523816035,GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_r3_8394af770a36,"GOVERNMEN T MEDICAL COLLEGE, MEDAK, PILLI KOTYAL, MEDAK MANDAL",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_r3_786bc9970ba3,"GOVERNMEN T MEDICAL COLLEGE, SRIGANGAN AGAR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9339230740,GOVERNMENT MEDICAL COLLEGE,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5859529946,GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0995379656,GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0832175721,GOVERNMENT MEDICAL COLLEGE Karimnagar,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2418208491,GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6451604962,GOVERNMENT MEDICAL COLLEGE PURNEA,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1779835170,"GOVERNMENT MEDICAL COLLEGE PURNEA, govt.mcpurnea@gmail.com",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7968579166,"GOVERNMENT MEDICAL COLLEGE, AKOLA",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1829956448,"GOVERNMENT MEDICAL COLLEGE, ANANTNAG",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1117049835,"GOVERNMENT MEDICAL COLLEGE, BARAN",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8722805379,"GOVERNMENT MEDICAL COLLEGE, BUNDI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4213905239,"GOVERNMENT MEDICAL COLLEGE, BUNDI, GOVT MEDICAL COLLEGE BUNDI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7863477836,"GOVERNMENT MEDICAL COLLEGE, HANDWARA",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4817167170,"GOVERNMENT MEDICAL COLLEGE, HANDWARA, MAIDAN CHOGAL, HANDWARA, KUPWARA",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1816836098,"GOVERNMENT MEDICAL COLLEGE, LATUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6724722275,"GOVERNMENT MEDICAL COLLEGE, LATUR, Government Medical College, Latur",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2064943481,"GOVERNMENT MEDICAL COLLEGE, MIRAJ",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3873646149,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5028277631,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD, New Building",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1787862665,"GOVERNMENT MEDICAL COLLEGE, RAJOURI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7883548211,"GOVERNMENT MEDICAL COLLEGE, RAJOURI, Government Medical College, Kheora, Mehra, Rajouri",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3359893434,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9749700828,"GOVERNMENT MEDICAL COLLEGE, SURAT",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3529708158,"GOVERNMENT MEDICAL COLLEGE, SURAT, Out Side Majura Gate",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2695529638,GOVT DEN COLL DENTAL WING PATIALA,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_0267265531,GOVT DENTAL COLLEGE Kannur,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_8630811012,GOVT MEDICAL COLLEGE VIZIANAGARAM,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3338884643,"GOVT MEDICAL COLLEGE, WANAPARTHY",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4703280138,"GOVT MEDICAL COLLEGE, WANAPARTHY, Marrikunta",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6094367423,"GOVT. COLLEGE OF DENTISTRY, INDORE",GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_6553610430,"GOVT. D.C. & RESEAR CH INST, BA NGALOR E, FORT, VICTORI A HOSPIT AL CAMPU S, BANGAL ORE, Karnatak a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8315996797,"GOVT. D.C. & RESEARCH INST, BANGALO RE",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8321763439,"GOVT. D.C. & RESEARCH INST, BANGALORE, FORT",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9226031073,"GOVT. DC & RESEARCH INSt., BELLARY",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2799290490,GOVT. DENTAL COLL.& HOSP.,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_2568143895,GOVT. DENTAL COLLEGE,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_2356691212,GOVT. DENTAL COLLEGE,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_3134606873,GOVT. DENTAL COLLEGE,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_2124132702,GOVT. DENTAL COLLEGE & HOSP,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_7229256423,GOVT. DENTAL COLLEGE & HOSP.,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_6170191065,"GOVT. DHARAMAPURI MED COLL, DHARMAPURI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4185312406,"GOVT. KILPAUK MEDICAL COLLEGE, CHENNAI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_4357108391,"GOVT. KILPAUK MEDICAL COLLEGE, CHENNAI, No. 822, EVR Periyar salai, Kilpauk, Chennai",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5809857392,"GOVT. MEDICAL COLLEGE, AUR ANGABAD",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6662194939,"GOVT. MEDICAL COLLEGE, AURANGABAD, Government Medical College, Aurangabad, Jubli Park",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5035616844,"GOVT. MEDICAL COLLEGE, KOTTAYAM",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5196301388,"GOVT. MEDICAL COLLEGE, KOZHIKODE",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0360256937,"GOVT. MEDICAL COLLEGE, KOZHIKODE, Principal, Govt. Medical College",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7281381075,"GOVT. MEDICAL COLLEGE, NAGPUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9252370077,"GOVT. MEDICAL COLLEGE, PATIALA",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9577054311,"GOVT. MEDICAL COLLEGE, TIRUNEL VELI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1617823163,"GOVT. MEDICAL COLLEGE, TIRUNELVELI, DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7256618007,"GOVT. MOHAN KUMARAMANG ALAM M.C., SALEM",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1831634759,"GOVT. MOHAN KUMARAMANGALAM M.C., SALEM, MAJEERA KOLLAPPATTI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3000916779,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7055267354,"GOVT.MEDICAL COLLEGE, AMRITSAR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_5856458934,"GOVT.MEDICAL COLLEGE, KOTA",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6809160353,"GOVT.MEDICAL COLLEGE, THIRUVA NANTHAPURAM",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7452542795,"GOVT.MEDICAL COLLEGE, THIRUVANANTHAPURAM, OFFICE OF THE PRINCIPAL, GOVT.MEDICAL COLLEGE THIRUVANANTHAPURAM",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6114853086,"GOVT.MEDICAL COLLEGE, THRISSUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2002071114,"GOVT.MEDICAL COLLEGE, THRISSUR, Govt.Medical College, Thrissur",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8868688438,"GRANT MEDICAL COLL & SIR J.J.HOSP, MUMBAI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_ap_8478c19ee27c,"GSL Medical College, Rajamahendravaram",PRIVATE,MBBS,,1200000,150000,80000,3000000,0,,type-based indicative estimate (medical)
col_6295131267,"GTMC, THIRUVARUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2895133062,"GTMC, THIRUVARUR, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1441450701,"GUNTUR MEDICAL COLLEGE, GUNTUR",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8643630502,"GURU GOVIND SINGH MED COLL, FARIDKOT",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9690174225,"GUWAHATI MEDICAL COLLEGE, GUWAHATI",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3186370977,"GUWAHATI MEDICAL COLLEGE, GUWAHATI, Narakasur Hill top, Bhangagarh, Guwahati",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2192827635,"GVMC, VILLUPURAM",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1221641310,"GVMC, VILLUPURAM, THE DEAN, GOVT. VILLUPURAM MEDICAL COLLEGE",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1601226733,Gadag Institute of Medical Sciences,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_2904015338,"Gadag Institute of Medical Sciences, GADAG INSTITU TE OF MEDICA L SCIENC ES GADAG Mallasa mudra, G adag- 582103, Karnatak a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7182348054,"Gadag Institute of Medical Sciences, GADAG INSTITUTE OF MEDICAL SCIENCES GADAG Mallasamudra, Gadag-582103",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6731706130,"Gandhi Medical College Musheer abad Secunde rabad, M USHEER ABAD, SECUND ERABAD, Telangan a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0291701422,Gandhi Medical College Musheerabad Secunderabad,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6402532463,"Gandhi Medical College Musheerabad Secunderabad, MUSHEERABAD, SECUNDERABAD",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3576246380,"Gmc, Bahraich",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7080864956,Goverment Dental College & Hospital,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_5700313569,Goverment Medical College And Hospital Jalgaon,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9809023510,"Goverment Medical College, Bettiah",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_0963470112,"Goverment Medical College, Bettiah, Government Medical College Bettiah West Champaran",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_3363997314,"Goverment Medical College, Datia",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_r3_eee0e60d0b8b,"Goverment Medical College, Gadchiroli, Gov ernment Medical College",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8187169308,"Goverment Medical College, Singrauli, Goverment Medical College, Villege Naugadh, Singrauli",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1893860683,"Governm ent Medcial College, Gondia, N EAR NEHRU CHOWK, K.T.S. HOSPIT AL CAMPU S, GONDIA., Maharas htra",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8241772370,Governm ent Medical College Mahasa mund Chhattisg arh,GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8823971910,"Governm ent Medical College Satna, Satna",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_6898036817,"Governm ent Medical College Siddipet, Survey No 54, Ensanpal li Village, Siddipet Mandal, Siddipet, Telangan a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_1989413054,"Governm ent Medical College, Kanker, Chhattisg arh, GOV ERNME NT MEDICA L COLLEG E NANDAN MARA KANKER, Chhattisg arh",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9225966066,"Governm ent Medical College, Mancheri al, Gover nment Medical College 708 Garmilla Village, Mancheri al Tehsil Mancheri al., Telangan a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_9014782800,"Governm ent Medical College, Ramagu ndam, SU RVEY NUMBE R 92 95 96 MALKAP UR VILLAGE RAMAG UNDAM, Telangan a",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7455944230,"Governm ent Medical College, Sindhudu rg, Dean Governm ent Medical College Sindhudu rg, Maharas htra",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_7622676873,"Governm ent Medical College, Virudhun agar, No. 1, COLLEC TORATE MASTER PLAN COMPLE X KOORAI KUNDU VILLAGE, VIRUDH UNAGA R.",GOVT,MBBS,,35000,25000,15000,0,0,,type-based indicative estimate (medical)
col_8956415981,Government Dental College,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
col_1052114728,Government Dental College,GOVT,BDS,,50000,25000,15000,0,0,,type-based indicative estimate (dental)
